"","globio_country_code","item_name","item_code","msa_land_use_dynamic","msa_land_use_static","msa_fragmentation_dynamic","msa_fragmentation_static","msa_encroachment_dynamic","msa_encroachment_static","msa_n_deposition_static","msa_n_deposition_dynamic","msa_climate_change_terrestrial_dynamic","msa_climate_change_aquatic_dynamic","msa_aquatic_wetland_conversion_static","msa_aquatic_wetland_conversion_dynamic","msa_aquatic_land_use_river_static_wm","msa_aquatic_land_use_river_static_cut","msa_aquatic_land_use_river_dynamic_wm","msa_aquatic_land_use_river_dynamic_cut","msa_aquatic_land_use_wetland_static_wm","msa_aquatic_land_use_wetland_static_cut","msa_aquatic_land_use_wetland_dynamic_wm","msa_aquatic_land_use_wetland_dynamic_cut","msa_aquatic_HD_water_withdrawn_static_wm","msa_aquatic_HD_water_withdrawn_static_cut","msa_aquatic_HD_water_withdrawn_dynamic_wm","msa_aquatic_HD_water_withdrawn_dynamic_cut","msa_aquatic_lakes_eutrophication_static","msa_aquatic_lakes_eutrophication_dynamic"
"11",40,"Cereals, nes","108",1.22640128246912e-05,0.00287380843183648,0,0.000671304656123955,0,0.000896152404536263,9.06021036858707e-05,0,3.82414393240307e-06,3.73056873080441e-08,5.19624038913013e-08,5.77360043236682e-09,4.50569262169055e-06,4.5397417613665e-06,8.87159924105184e-09,8.94881687014528e-09,1.37446742817129e-05,1.40168696991279e-05,2.63304225311494e-08,2.67469470056565e-08,1.86144184710396e-07,1.98747388457751e-07,0,0,4.37473835621654e-05,0
"12",40,"Potatoes","116",1.34469244551406e-06,0.000315099840760514,0,7.36054595369375e-05,0,9.82589781692851e-05,9.93410281900442e-06,0,4.19299745521122e-07,4.09039656227687e-09,5.69743793994624e-09,6.33048659994026e-10,4.94028416049724e-07,4.97761747183096e-07,9.7272994162667e-10,9.81196498534814e-10,1.50704014557616e-06,1.53688511775074e-06,2.88700939659373e-09,2.9326793842436e-09,2.04098513703849e-08,2.17917345362458e-08,0,0,4.79669884791813e-06,0
"13",40,"Sugar beet","157",5.44878000402363e-07,0.000127680475735146,0,2.98254041249199e-05,0,3.98151679404968e-05,4.02536215464596e-06,0,1.69902945220629e-07,1.65745491256486e-09,2.3086383823237e-09,2.56515375813744e-10,2.00183481640826e-07,2.01696251352278e-07,3.94156408993901e-10,3.97587112136312e-10,6.10662329357931e-07,6.22755703433765e-07,1.16983471752715e-09,1.18834048933547e-09,8.27020263280606e-09,8.83015055154081e-09,0,0,1.94365312715563e-06,0
"14",40,"Beans, dry","176",1.74183638846948e-05,0.00408162007951033,0,0.000953442314926096,0,0.00127278965714469,0.00012868059038083,0,5.43136504455843e-06,5.29846181497704e-08,7.38012975231012e-08,8.20014416923347e-09,6.39935678142659e-06,6.44771618167464e-06,1.26001779375759e-08,1.27098487917319e-08,1.95213215721265e-05,1.99079159842537e-05,3.73966406788125e-08,3.79882231377968e-08,2.64377344565208e-07,2.82277455411667e-07,0,0,6.21336471823444e-05,0
"15",40,"Broad beans, horse beans, dry","181",1.71356337382389e-05,0.004015368332188,0,0.000937966298514867,0,0.00125213008150634,0.000126591882026519,0,5.34320460396431e-06,5.21245862346858e-08,7.26033749285643e-08,8.06704165872937e-09,6.29548416216032e-06,6.34305860577264e-06,1.23956552753303e-08,1.25035459820015e-08,1.92044567882905e-05,1.95847761050366e-05,3.67896285756052e-08,3.73716086289688e-08,2.60086043393447e-07,2.77695604507756e-07,0,0,6.11251107156594e-05,0
"16",40,"Peas, dry","187",1.68329693710172e-05,0.00394444542767285,0,0.000921399127405125,0,0.00123001387824316,0.000124355906838542,0,5.24882830804792e-06,5.12039167601622e-08,7.13209913957116e-08,7.92455459952351e-09,6.18428788197592e-06,6.23102202466377e-06,1.21767125027713e-08,1.22826975505703e-08,1.88652510810225e-05,1.92388528694237e-05,3.61398183717194e-08,3.67115189905854e-08,2.55492178996637e-07,2.72790704828964e-07,0,0,6.00454662018516e-05,0
"17",40,"Vetches","205",2.54772602420136e-05,0.00597004963629711,0,0.0013945682926319,0,0.00186166700518363,0.000188216810197028,0,7.94427660517413e-06,7.74988348137309e-08,1.07946697843789e-07,1.19940775381988e-08,9.36012585229996e-06,9.43085953506277e-06,1.84298602633611e-08,1.85902721660398e-08,2.85531863528303e-05,2.91186451129684e-05,5.46988197662097e-08,5.55641077095508e-08,3.86695929317377e-07,4.12877824782132e-07,0,0,9.08808146120424e-05,0
"18",40,"Lupins","210",2.56293275856887e-05,0.00600568335755192,0,0.00140289211920586,0,0.0018727788262192,0.000189340228888432,0,7.9916939895119e-06,7.79614058216057e-08,1.08591004470313e-07,1.20656671633681e-08,9.41599408386422e-06,9.48714995814778e-06,1.85398634531833e-08,1.87012328140699e-08,2.87236131240329e-05,2.92924469649605e-05,5.50253032320533e-08,5.58957558609927e-08,3.89004019835065e-07,4.15342188433504e-07,0,0,9.14232592837929e-05,0
"19",40,"Pulses, nes","211",1.52881907280955e-05,0.0035824596769395,0,0.000836841396546728,0,0.00111713425922129,0.000112943639354939,0,4.76713801966684e-06,4.65048814740154e-08,6.47757918012898e-08,7.19731020014331e-09,5.61674952132253e-06,5.65919482441659e-06,1.10592432672087e-08,1.11555019598591e-08,1.71339678878447e-05,1.74732838618444e-05,3.28232306474035e-08,3.33424657216171e-08,2.32045403038791e-07,2.47756425640356e-07,0,0,5.4535032971182e-05,0
"20",40,"Soybeans","236",1.27377809356111e-05,0.00298482582975991,0,0.000697237663805032,0,0.000930771451161739,9.41021316230724e-05,0,3.97187351101966e-06,3.87468342845798e-08,5.39697509384988e-08,5.99663899316653e-09,4.6797509427538e-06,4.71511542650295e-06,9.21431584395761e-09,9.29451644858999e-09,1.4275641466984e-05,1.45583519996842e-05,2.73475867106575e-08,2.77802018413193e-08,1.93335075653645e-07,2.06425150714351e-07,0,0,4.54373781474781e-05,0
"21",40,"Sunflower seed","267",1.63763671421925e-05,0.00383745048613544,0,0.000896405741750024,0,0.00119664917199839,0.000120982694247318,0,5.10645136602725e-06,4.98149863818119e-08,6.9386375885192e-08,7.70959732057689e-09,6.01653615806048e-06,6.06200261509863e-06,1.18464134363394e-08,1.19495235897582e-08,1.83535222528477e-05,1.87169899166321e-05,3.51595087629905e-08,3.57157017330846e-08,2.48561833208804e-07,2.65391128373842e-07,0,0,5.84167046272127e-05,0
"22",40,"Rapeseed","270",1.32477867241032e-05,0.00310433475038849,0,0.000725154240977521,0,0.000968038446901046,9.78698704529212e-05,0,4.13090266154581e-06,4.02982120222541e-08,5.61306363801033e-08,6.23673737556704e-09,4.8671226742642e-06,4.90390311040807e-06,9.58324622839173e-09,9.66665797104021e-09,1.48472213849778e-05,1.51412513153716e-05,2.84425519635715e-08,2.88924884959705e-08,2.01075985016142e-07,2.1469017130835e-07,0,0,4.72566374035649e-05,0
"23",40,"Poppy seed","296",6.3981065399331e-05,0.0149925907491138,0,0.00350218054402788,0,0.00467520593968768,0.000472669036155268,0,1.99504686217331e-05,1.94622890039505e-07,2.71086634464564e-07,3.01207371627293e-08,2.35060920449522e-05,2.36837256028698e-05,4.62829238155728e-08,4.66857663637363e-08,7.17056412677808e-05,7.31256783349281e-05,1.37365192783048e-07,1.3953819113398e-07,9.71109817472067e-07,1.03686043390791e-06,0,0,0.000228229067333105,0
"24",40,"Linseed","333",3.51119904107133e-05,0.0082277420566388,0,0.00192195189171982,0,0.00256569322654856,0.00025939472188124,0,1.09485620247714e-05,1.06806552940643e-07,1.48768877954506e-07,1.65298753282784e-08,1.28998426850881e-05,1.29973257098439e-05,2.53994766584359e-08,2.56205514967472e-08,3.93511388545071e-05,4.01304370355132e-05,7.53842609787896e-08,7.65767746824018e-08,5.32932647901567e-07,5.69015745289597e-07,0,0,0.000125249193236001,0
"25",40,"Oilseeds nes","339",5.19167101793512e-05,0.012165567795742,0,0.00284180469901896,0,0.00379364285800224,0.00038354193084573,0,1.61885815891335e-05,1.57924537726663e-07,2.19970176288119e-07,2.44411306986798e-08,1.90737519066023e-05,1.92178906433829e-05,3.75557538310578e-08,3.78826358498298e-08,5.8184729696027e-05,5.93370026755231e-05,1.11463428405535e-07,1.13226683282606e-07,7.8799605213431e-07,8.41348644441241e-07,0,0,0.000185193889305887,0
"26",40,"Cabbages and other brassicas","358",7.70626152948444e-07,0.000180579714632898,0,4.2182353524912e-05,0,5.63109717704216e-05,5.69310808872514e-06,0,2.4029535593894e-07,2.34415429144167e-09,3.26512928362947e-09,3.62792142625497e-10,2.83121407410058e-07,2.85260932041575e-07,5.57459168655446e-10,5.62311244831384e-10,8.63665556833146e-07,8.80769331133712e-07,1.65450839873836e-09,1.68068128831265e-09,1.16966264637536e-08,1.24885661459346e-08,0,0,2.74892715606079e-06,0
"27",40,"Asparagus","367",1.02269027946426e-05,0.00239645537744746,0,0.000559797805327514,0,0.000747297288529075,7.55526694753644e-05,0,3.18893569571858e-06,3.11090377383313e-08,4.3331204979042e-08,4.81457833100466e-09,3.75727595227198e-06,3.78566937020824e-06,7.39798501258875e-09,7.46237643145464e-09,1.14616194415664e-05,1.16886019239597e-05,2.19568158984464e-08,2.23041537048614e-08,1.55224762892332e-07,1.65734515407086e-07,0,0,3.64807380427274e-05,0
"28",40,"Lettuce and chicory","372",1.30987137623333e-06,0.000306940269832552,0,7.16994320177635e-05,0,9.5714543047559e-05,9.67685731750973e-06,0,4.08441898035708e-07,3.98447495726167e-09,5.54990168963761e-09,6.16655743293068e-10,4.81235455280663e-07,4.84872111086918e-07,9.47540912862648e-10,9.55788226652672e-10,1.46801505140463e-06,1.49708718228956e-06,2.81224973348396e-09,2.85673708802741e-09,1.98813343470698e-08,2.12274333827997e-08,0,0,4.67248740948897e-06,0
"29",40,"Spinach","373",2.24799355076591e-06,0.000526769085555628,0,0.000123050143467521,0,0.000164264735751497,1.66073656056201e-05,0,7.00965582809482e-07,6.83813248356449e-09,9.52470863327553e-09,1.05830095925284e-09,8.25893457555879e-07,8.3213466485848e-07,1.6261641408848e-09,1.64031813229763e-09,2.51939879583797e-06,2.56929221585015e-06,4.82636644995968e-09,4.90271538613683e-09,3.41202290574156e-08,3.64303963043057e-08,0,0,8.01889540694492e-06,0
"30",40,"Tomatoes","388",1.26076242969373e-07,2.95432641239734e-05,0,6.90113180259871e-06,0,9.21260682836462e-06,9.31405813180382e-07,0,3.93128828600716e-08,3.83509130691638e-10,5.34182795787915e-10,5.9353643976435e-11,4.63193251538264e-08,4.66693563930338e-08,9.12016252290504e-11,9.19954362521034e-11,1.41297707287725e-07,1.4409592481014e-07,2.70681447905859e-10,2.74963393921515e-10,1.91359547599581e-09,2.0431586622512e-09,0,0,4.49730919080051e-07,0
"31",40,"Cauliflowers and broccoli","393",1.84454759140568e-06,0.000432230175952934,0,0.000100966413216714,0,0.000134784249082958,1.36268523621891e-05,0,5.75163739677541e-07,5.61089723677118e-09,7.8153152896562e-09,8.68368365517356e-10,6.77670888946001e-07,6.82791990780815e-07,1.33431750650592e-09,1.34593129016665e-09,2.06724391138489e-06,2.1081829913387e-06,3.96018156167806e-09,4.02282820329497e-09,2.79966934534236e-08,2.98922564676251e-08,0,0,6.57974939633385e-06,0
"32",40,"Pumpkins, squash and gourds","394",1.17094836068047e-06,0.000274386640023215,0,6.40950965921143e-05,0,8.55632005618046e-05,8.65054418172002e-06,0,3.65123156071576e-07,3.56188745248742e-09,4.9612873472405e-09,5.51254149693389e-10,4.30196336591933e-07,4.33447294076734e-07,8.47046128899111e-10,8.54418744819779e-10,1.31231955219877e-06,1.33830833599759e-06,2.51398669746986e-09,2.5537557891676e-09,1.7772749511319e-08,1.89760832796575e-08,0,0,4.17693032439136e-06,0
"33",40,"Cucumbers and gherkins","397",2.96991301952026e-07,6.95935433150783e-05,0,1.6256640194253e-05,0,2.17016626755985e-05,2.19406462777705e-06,0,9.26073302084074e-08,9.03412675949327e-10,1.25834685635394e-09,1.3981631737266e-10,1.09112044894262e-07,1.0993659542819e-07,2.14838963939433e-10,2.16708903617899e-10,3.32847720251401e-07,3.39439336923615e-07,6.37630323798188e-10,6.47717083144173e-10,4.50775815046742e-09,4.81296346484523e-09,0,0,1.0594079268218e-06,0
"34",40,"Eggplants (aubergines)","399",3.23863477652715e-07,7.58904614783531e-05,0,1.7727563041931e-05,0,2.36652585404699e-05,2.3925865703012e-06,0,1.00986567014925e-07,9.85154679835562e-10,1.37220378614987e-09,1.52467087349985e-10,1.1898465066483e-07,1.19883807649103e-07,2.34277884703743e-10,2.36317019059828e-10,3.6296423329869e-07,3.70152268385191e-07,6.95323980078937e-10,7.0632340308751e-10,4.91562622013615e-09,5.24844692519659e-09,0,0,1.15526459252596e-06,0
"35",40,"Chillies and peppers, green","401",4.35205689975645e-07,0.00010198112145783,0,2.38221869324932e-05,0,3.18012245351151e-05,3.21514267894995e-06,0,1.35705109123575e-07,1.32384461896726e-09,1.84395875653174e-09,2.04884306281304e-10,1.59890819935634e-07,1.61099101395998e-07,3.14821137590141e-10,3.17561313422332e-10,4.87749037755426e-07,4.97408273776921e-07,9.3437196037078e-10,9.49152915341297e-10,6.60558737991058e-09,7.05282973534322e-09,0,0,1.55243724219448e-06,0
"36",40,"Onions, dry","403",9.33725490442343e-07,0.000218798547083337,0,5.11100467877526e-05,0,6.82289194734084e-05,6.89802717173263e-06,0,2.91152718106772e-07,2.84028332943864e-09,3.95617827146148e-09,4.3957536349572e-10,3.43042698430673e-07,3.45635043211905e-07,6.75442734019449e-10,6.81321728898752e-10,1.04645623892567e-06,1.06717994520804e-06,2.00467718379694e-09,2.03638944020109e-09,1.41721614814179e-08,1.51317114075605e-08,0,0,3.33072443384212e-06,0
"37",40,"Garlic","406",7.14582841492528e-06,0.00167447166313494,0,0.00039114667893565,0,0.000522157910952777,5.27908031592262e-05,0,2.22820024453276e-06,2.17367711706425e-08,3.02767477123568e-08,3.36408307915075e-09,2.62531577757104e-06,2.64515506779995e-06,5.16918294596889e-09,5.2141750652692e-09,8.00856012139968e-06,8.16715925008462e-06,1.53418529635966e-08,1.55845477868972e-08,1.08459965216168e-07,1.158034287908e-07,0,0,2.5490131248703e-05,0
"38",40,"Leeks, other alliaceous vegetables","407",1.02881338201618e-06,0.000241080355531898,0,5.63149454833912e-05,0,7.51771544348576e-05,7.60050222086981e-06,0,3.20802865151221e-07,3.129529532989e-09,4.35906397435185e-09,4.8434044159465e-10,3.77977170336458e-07,3.80833511979727e-07,7.44227859963001e-10,7.5070555460296e-10,1.15302430245427e-06,1.17585845078428e-06,2.20882768482175e-09,2.24376942529737e-09,1.56154132380703e-08,1.66726809413012e-08,0,0,3.66991573478591e-06,0
"39",40,"Beans, green","414",2.98601301446445e-06,0.000699708121738486,0,0.00016344767968776,0,0.000218193080938519,2.20595872338937e-05,0,9.31093575534344e-07,9.08310105409283e-09,1.26516839553444e-08,1.40574266170493e-09,1.09703544833688e-06,1.10532565282843e-06,2.16003612941107e-09,2.17883689623307e-09,3.3465209855407e-06,3.41279448594365e-06,6.41086938494289e-09,6.51228378490316e-09,4.53219485381703e-08,4.83905469611743e-08,0,0,1.0651510116036e-05,0
"40",40,"Peas, green","417",6.36729874923281e-06,0.00149203992976319,0,0.000348531704784794,0,0.000465269415980847,4.70393067687802e-05,0,1.98544042849118e-06,1.93685753212477e-08,2.69781313860084e-08,2.99757015400094e-09,2.33929068769055e-06,2.35696851040406e-06,4.60600649711618e-09,4.6460967775304e-09,7.13603684320723e-06,7.27735678192782e-06,1.36703759891559e-08,1.38866294947144e-08,9.66433785927899e-08,1.03186780381745e-07,0,0,2.27130111994641e-05,0
"41",40,"Vegetables, leguminous nes","420",5.67001340697632e-05,0.0132864606149046,0,0.00310363863345379,0,0.00414317582756001,0.000418880141388044,0,1.76801408127021e-05,1.72475151662606e-07,2.40237458109324e-07,2.6693050901036e-08,2.08311406208456e-05,2.09885597961338e-05,4.10160094881923e-08,4.13730092716019e-08,6.35456669573375e-05,6.48041063344994e-05,1.21733278411446e-07,1.23658993418882e-07,8.60599249222649e-07,9.18867562571509e-07,0,0,0.000202257005813151,0
"42",40,"Carrots and turnips","426",7.17331180289111e-07,0.000168091180578651,0,3.9265105817687e-05,0,5.2416616914383e-05,5.29938405175291e-06,0,2.23677006852379e-07,2.18203724104875e-09,3.03931943376332e-09,3.37702159307035e-10,2.63541293746045e-07,2.65532853107627e-07,5.18906400833441e-10,5.23422917067442e-10,8.0393616397239e-07,8.1985707524627e-07,1.54008588720274e-09,1.56444871176828e-09,1.08877110315338e-08,1.1624881739747e-08,0,0,2.55881681907802e-06,0
"43",40,"Maize, green","446",2.12524206913732e-06,0.000498004907959986,0,0.000116331001671006,0,0.000155295074923976,1.57005219301376e-05,0,6.62689421460535e-07,6.46473688656907e-09,9.0046127920678e-09,1.00051253245198e-09,7.8079562106618e-07,7.86696027816535e-07,1.53736759714166e-09,1.55074871115175e-09,2.38182725569853e-06,2.42899625008773e-06,4.56282315268768e-09,4.63500306220845e-09,3.22570970796226e-08,3.44411178559105e-08,0,0,7.58102435883103e-06,0
"44",40,"Vegetables, fresh nes","463",1.55898595305489e-06,0.000365314929219879,0,8.533540726658e-05,0,0.000113917771486313,1.15172259669462e-05,0,4.86120388024509e-07,4.74225225573857e-09,6.60539571439521e-09,7.33932857155023e-10,5.72758003959073e-07,5.77086287957727e-07,1.12774658634462e-09,1.13756239466166e-09,1.74720578336028e-06,1.78180692397403e-06,3.34709034072584e-09,3.40003841034566e-09,2.36624156672527e-08,2.52645191456555e-08,0,0,5.56111261715329e-06,0
"45",40,"Apricots","526",4.64438898972101e-06,0.00108831297147023,0,0.000254223474666746,0,0.000339373451433504,3.43110708394757e-05,0,1.44820559376807e-06,1.41276860897132e-08,1.96781934234704e-08,2.18646593594116e-09,1.70630848991905e-06,1.71920291947331e-06,3.35967993717389e-09,3.38892229948224e-09,5.20511636882571e-06,5.30819693615436e-06,9.97134675627274e-09,1.01290848238207e-08,7.04929140508562e-08,7.5265754845802e-08,0,0,1.65671603128268e-05,0
"46",40,"Cherries, sour","530",7.10570271894321e-06,0.00166506906668507,0,0.000388950288004882,0,0.000519225857680162,5.24943689887958e-05,0,2.21568831723647e-06,2.16147135139259e-08,3.01067358532007e-08,3.34519287257786e-09,2.61057394266668e-06,2.63030183009076e-06,5.14015663140858e-09,5.18489610818856e-09,7.96358996118506e-06,8.12129851427105e-06,1.52557044455979e-08,1.54970364739738e-08,1.07850934137084e-07,1.15153162242609e-07,0,0,2.53469974932252e-05,0
"47",40,"Cherries","531",1.0909163416123e-05,0.00255632852457699,0,0.000597143227126789,0,0.00079715123969497,8.05929648869692e-05,0,3.40167705967891e-06,3.31843944565089e-08,4.62219310798105e-08,5.13577011997894e-09,4.00793262494646e-06,4.038220234248e-06,7.89152190775074e-09,7.96020902887719e-09,1.22262509004155e-05,1.24683759154613e-05,2.34216064769246e-08,2.37921160013491e-08,1.65580170128191e-07,1.76791052831263e-07,0,0,3.89144534606673e-05,0
"48",40,"Peaches and nectarines","534",3.37500798034305e-06,0.000790860750887176,0,0.00018474039484844,0,0.000246617608783334,2.49333417492883e-05,0,1.05238933408941e-06,1.02663780751551e-08,1.42998486969835e-08,1.58887207744262e-09,1.23994884647891e-06,1.24931903548415e-06,2.44142913620192e-09,2.46267912330964e-09,3.78248017603199e-06,3.85738728181544e-06,7.24602847687179e-09,7.36065437017152e-09,5.12261457870625e-08,5.46944977721137e-08,0,0,1.2039107488878e-05,0
"49",40,"Plums and sloes","536",7.27285865557929e-07,0.000170423847616002,0,3.98100030439645e-05,0,5.31440228024536e-05,5.37292567632378e-06,0,2.26781060135257e-07,2.21231822502986e-09,3.08149725793419e-09,3.4238858421491e-10,2.67198559325274e-07,2.69217756334826e-07,5.26107467852708e-10,5.30686661548469e-10,8.15092700462747e-07,8.31234552447528e-07,1.56145826124045e-09,1.58615917824847e-09,1.10388040546658e-08,1.17862047690343e-08,0,0,2.59432652058607e-06,0
"50",40,"Strawberries","544",3.76641111348942e-06,0.000882577682397444,0,0.000206164927703923,0,0.000275218105531508,2.78248869359426e-05,0,1.17443600332737e-06,1.14569804583449e-08,1.59582168004419e-08,1.7731352000491e-09,1.38374698452175e-06,1.39420384394561e-06,2.72456417434994e-09,2.74827854423296e-09,4.22113827716409e-06,4.30473243674691e-06,8.08635782282705e-09,8.21427699840597e-09,5.71668943947238e-08,6.10374747127775e-08,0,0,1.34352951183229e-05,0
"51",40,"Raspberries","547",6.10340983853777e-06,0.00143020322203432,0,0.000334087015515357,0,0.000445986601682603,4.50897906691062e-05,0,1.90315503046622e-06,1.85658562335255e-08,2.58600387717897e-08,2.87333764130997e-09,2.24234017607084e-06,2.25928535193314e-06,4.41511329655375e-09,4.45354205913369e-09,6.8402880392956e-06,6.97575105718411e-06,1.31038153846288e-08,1.33111063922328e-08,9.26380512307256e-08,9.89102656232148e-08,0,0,2.17716839553556e-05,0
"52",40,"Gooseberries","549",7.09580748333929e-06,0.00166275033040193,0,0.000388408644920411,0,0.000518502795880841,5.24212665569084e-05,0,2.2126028014485e-06,2.15846133688464e-08,3.00648099162011e-08,3.34053443513345e-09,2.606938518382e-06,2.62663893321094e-06,5.13299856936733e-09,5.17767574299714e-09,7.95250005184943e-06,8.10998898368876e-06,1.52344597079887e-08,1.54754556630199e-08,1.07700743445804e-07,1.14992802639062e-07,0,0,2.53116998566693e-05,0
"53",40,"Currants","550",3.34049145670709e-06,0.000782772543700781,0,0.000182851037477304,0,0.00024409542733304,2.46783461211816e-05,0,1.04162644951672e-06,1.01613828622398e-08,1.41536028011472e-08,1.5726225334608e-09,1.22726777315518e-06,1.23654213235731e-06,2.41646041109785e-09,2.43749307259136e-09,3.74379639597607e-06,3.8179374197525e-06,7.17192266300542e-09,7.28537626652735e-09,5.07022511823277e-08,5.41351320058388e-08,0,0,1.19159824057327e-05,0
